483	3
484	0
485	3
486	2
487	4
488	3
489	3
490	0
491	9
492	4
493	6
494	5
495	3
496	8
497	0
498	18
499	37
500	13
501	0
502	11
503	6
504	17
505	3
506	5
507	14
508	9
509	6
510	3
511	14
512	56
513	6
514	34
515	0
516	0
517	4
518	0
519	1
520	5
521	4
522	4
523	6
524	0
525	6
526	2
527	13
528	6
529	13
530	1
531	12
532	6
533	9
534	59
535	14
536	13
537	1
538	0
539	59
540	4
541	1
542	29
543	0
544	2
545	4
546	8
547	3
548	4
549	6
550	7
551	2
552	17
553	1
554	8
555	4
556	32
557	80
558	93
559	21
560	7
561	19
562	5
563	26
564	52
565	1
566	18
567	0
568	1
569	0
570	7
571	9
572	14
573	9
574	2
575	13
576	0
577	28
578	63
579	18
580	30
581	39
582	0
583	1
584	0
585	0
586	0
587	5
588	3
589	9
590	1
591	7
592	1
593	2
594	0
595	7
596	21
597	9
598	37
599	0
600	5
601	0
602	2
603	0
604	14
605	0
606	2
607	2
608	9
609	7
610	14
611	11
612	17
613	44
614	18
615	1
616	40
617	20
618	147
619	26
620	0
621	0
622	2
623	2
624	3
625	15
626	13
627	0
628	40
629	12
630	18
631	5
632	13
633	4
634	9
635	10
636	10
637	15
638	127
639	3
640	15
641	1
642	0
643	9
644	8
645	3
646	4
647	15
648	12
649	21
650	29
651	20
652	15
653	49
654	24
655	8
656	0
657	82
658	7
659	10
660	17
661	5
662	7
663	5
664	22
665	3
666	1
667	1
668	2
669	0
670	1
671	0
672	2
673	2
674	9
675	40
676	22
677	9
678	3
679	41
680	7
681	46
682	65
683	15
684	55
685	61
686	19
687	65
688	1
689	1
690	4
691	17
692	0
693	9
694	14
695	11
696	8
697	10
698	1
699	12
700	34
701	4
702	1
703	40
704	16
705	15
706	5
707	32
708	11
709	15
710	11
711	41
712	0
713	0
714	0
715	5
716	3
717	4
718	11
719	41
720	5
721	29
722	65
723	24
724	76
725	31
726	51
727	10
728	24
729	9
730	93
731	37
732	10
733	2
734	20
735	5
736	5
737	7
738	103
739	165
740	0
741	0
742	1
743	0
744	4
745	3
746	0
747	0
748	3
749	0
750	0
751	1
752	3
753	1
754	1
755	1
756	0
757	2
758	0
759	1
760	0
761	2
762	1
763	0
764	13
765	0
766	0
767	6
768	5
769	1
770	0
771	3
772	0
773	1
774	5
775	2
776	8
777	0
778	0
779	0
780	0
781	4
782	0
783	0
784	1
785	2
786	2
787	1
788	1
789	1
790	10
791	0
792	3
793	1
794	1
795	0
796	9
797	2
798	4
799	2
800	3
801	0
802	13
803	0
804	3
805	0
806	0
807	3
808	14
809	0
810	5
811	2
812	3
813	0
814	0
815	1
816	0
817	0
818	0
819	9
820	3
821	0
822	0
823	0
824	0
825	4
826	0
827	0
828	0
829	0
830	8
831	0
832	0
833	3
834	1
835	9
836	3
837	15
838	7
839	1
840	21
841	4
842	2
843	0
844	10
845	1
846	0
847	0
848	6
849	13
850	29
851	17
852	12
853	45
854	19
855	6
856	3
857	2
858	2
859	6
860	37
861	51
862	5
863	0
864	45
865	31
866	169
867	27
868	11
869	2
870	1
871	1
872	18
873	1
874	1
875	48
876	25
877	34
878	7
879	8
880	3
881	12
882	16
883	1
884	12
885	1
886	7
887	9
888	18
889	5
890	3
891	0
892	28
893	62
894	14
895	29
896	19
897	56
898	0
899	44
900	80
901	15
902	2
903	10
904	39
905	0
906	0
907	1
908	1
909	2
910	5
911	0
912	5
913	19
914	9
915	10
916	11
917	25
918	11
919	16
920	18
921	18
922	26
923	17
924	43
925	7
926	102
927	3
928	102
929	0
930	0
931	1
932	2
933	1
934	0
935	1
936	2
937	3
938	0
939	22
940	0
941	24
942	8
943	1
944	8
945	7
946	29
947	32
948	137
949	0
950	15
951	0
952	30
953	105
954	0
955	0
956	0
957	2
958	0
959	5
960	0
961	1
962	47
963	17
964	32
965	4
966	10
967	12
968	15
969	6
970	38
971	1
972	5
973	0
974	1
975	3
976	0
977	7
978	46
979	77
980	7
981	57
982	9
983	8
984	34
985	4
986	1
987	1
988	0
989	1
990	0
991	7
992	0
993	0
994	0
995	0
996	0
997	0
998	6
999	0
